Organization Name,Topic area,URL,Main Web Page,Mission Statement,Policy Isssue Resources,Campaign and Advocacy,Public Facing Advocacy Writing,Newsletters,Annual reports,SpeechWTranscript,SpeechNoTranscript,NOTES
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/story/support-inter-american-commission-human-rights,,,,1,,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/swsn/violations-indigenous-women%E2%80%99s-rights-brazil-guatemala-and-united-states,,,,1,,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/swsn/savanna_not_invisible_laws,,,,1,,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/swsn/UNPFII_2019,,,,1,,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/safewomen/Inter-American-System-Handbook,,,,1,,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/content/action-alert-deadline-extended-submit-comments-stand-against-violence-and-empower-save-nativ,,,,1,,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/undrip/un-declaration-sets-new-agenda-us-indian-relations,,,,1,,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/content/us-weighs-endorsing-indigenous-rights-declaration,,,,1,,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/content/us-admits-violence-against-native-women-human-rights-issue,,,,1,,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/safewomen/un-expert-visit-cherokee-north-carolina-study-epidemic-violence-against-native-women,,,,1,,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/story/center-urges-implementation-american-declaration-first-annual-oas-inter-american-forum,,,,,1,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/story/human-rights-stake-nafta-negotiations,,,,,1,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/story/indigenous-peoples%E2%80%99-rights-more-important-now-ever,,,,,1,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/implementing-undrip/EMRIP10,,,,,1,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/adrip/indigenous-leaders-call-implementation-american-declaration-rights-indigenous-peoples,,,,,1,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/oas/about-american-declaration-rights-indigenous-peoples,,,,,1,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/adrip/armstrong-wiggins-addresses-organization-american-states-general-assembly,,,,,1,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/sites/default/files/KGeneral%20HRC%20Panel%20Statement.pdf,,,,,1,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/content/chile-has-international-responsibility-observe-rapa-nui-human-rights,,,,,1,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/node/397,,,,,1,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/content/free-prior-and-informed-consent-not-right-it-made-out-be,,,,,1,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/content/treaty-rights-and-un-declaration-rights-indigenous-peoples,,,,,1,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/content/senate-hearing-resources,,,,,1,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/content/center-responds-potential-policies-impacting-indigenous-peoples%E2%80%99-human-rights,,,,,1,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/safewomen/save-native-women-act-introduced,,,,,1,,,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/sites/default/files/ILRC_2018_Annual_Report.pdf,,,,,,,1,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/sites/default/files/ILRC%202017%20Annual%20Report.pdf,,,,,,,1,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/sites/default/files/documents/ILRC_Report.pdf,,,,,,,1,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://ilrc2014.wordpress.com/,,,,,,,1,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,http://ilrc2013.blogspot.com/,,,,,,,1,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://www.indianlaw.org/sites/default/files/2012_ILRC_AnnualReport_FINAL.pdf,,,,,,,1,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/sites/default/files/2011_ILRC_Report_FINAL.pdf,,,,,,,1,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://www.indianlaw.org/sites/default/files/ILRC_2010_FINAL.pdf,,,,,,,1,,,
Indian Law Resource Center ,Indigenous Peoples' Rights ,https://indianlaw.org/sites/default/files/ILRC_09_REPORT.pdf,,,,,,,1,,,
,,,,,,,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/,1,,,,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/about,,1,,,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/our-values-and-principles,,1,,,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/human-rights-measurement-initiative-rights-tracker-assesses-countries-human-rights-performance,,,1,,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/global-indigenous-peoples-caucus-intervention-twenty-first-session-unpfii,,,1,,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/reproductive-rights-are-fundamental-human-rights-there-no-compromise,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/life-between-design-and-movement-pablo-xol,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/historic-day-stockholm-sweden-yaqui-nation-and-cultural-rights-all-indigenous-peoples,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/ensuring-indigenous-rights-are-included-climate-negotiations-bonn,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/7-actions-take-national-day-awareness-mmiwg,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/intervention-association-fulani-women-and-indigenous-peoples-chad-afpat-unpfii21,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/world-water-day-indigenous-communities-working-raise-awareness-about-value-fresh-water,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/thanksgiving-day-mourning-many-indigenous-communities,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/celebrate-indigenous-peoples-day-2021,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/land-acknowledgments-can-act-bridges,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/advance-massachusetts-indigenous-legislative-agenda,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/telling-dcs-story-who-are-indigenous-washingtonians,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/remembering-hawaiian-hero-haunani-kay-trask-and-her-fight-rights-native-hawaiians,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/new-revelations-child-graves-residential-schools-lays-bare-history-genocide,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/united-states-human-rights-record-examined-un-universal-periodic-review,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/ongoing-legacy-sterilization-racism-towards-indigenous-and-migrant-peoples-us,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/united-nations-investigates-allegations-us-violates-rights-gwichin-proposed-oil-and-gas,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/dapl-ends-indigenous-sovereignty-must-follow,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/celebration-retirement-racist-washington-football-mascot,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/standing-sacred-black-hills-and-native-sovereignty,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/new-report-outlines-obstacles-native-americans-face-voting-and-political-participation,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/federal-court-backs-mashpee-wampanoag-tribe,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/addressing-epidemic-missing-murdered-indigenous-women-and-girls,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/new-scientific-study-reaffirms-native-peoples-are-deeply-insulted-washington-football-teams,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/urgent-action-needed-five-bills-advancing-indigenous-peoples-rights-massachusetts,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/mauna-kea-standing-strong-and-holding-line,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/mauna-kea-protectors-continue-their-blockade,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/native-hawaiian-coalition-submits-cerd-early-warning-urgent-action-update-protection-mauna-kea,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/advocates-demand-elimination-racist-native-mascots-massachusetts,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/five-indigenous-children-have-died-border-patrol-december-2018,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/its-called-genocide-strength-language-us-government-apologies-native-americans,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/shinnecock-indian-nation-exercising-its-right-self-determination,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/un-human-rights-committee-questions-united-states-about-its-implementation-international,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/rosebud-sioux-tribe-and-fort-belknap-indian-community-file-suit-rescind-keystone-xl,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/separating-children-their-families-us-and-mexican-border-continuation-colonial-violence,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/criminalization-indigenous-protestors-united-states,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/cultural-survival-condemns-trumps-decision-reverse-bears-ears-national-monument,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/mni-ki-wakan-world-indigenous-peoples-decade-water-summit-builds-movement,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/un-special-rapporteur-highlights-indigenous-peoples-human-rights-violations-united-states,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/tribes-lose-dakota-access-pipeline-decision-win-federal-front,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/standing-rock-sioux-defend-their-water-lands-fight-against-dakota-access-pipeline,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/indigenous-youth-speak-white-house-initiative-american-indians-and-alaska-natives-education,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/traditional-dineh-navajo-elders-under-attack-federal-law-enforcement,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/onondaga-nation-files-petition-against-united-states-inter-american-commission-human-rights,,,,1,,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/15-calls-action-indigenous-peoples-day,,,,,1,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/unpfii-intervention-cultural-survival-impacts-mining-transition-minerals-indigenous-peoples,,,,,1,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/statement-asia-indigenous-peoples-caucus-unpfii-agenda-item-6,,,,,1,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/20-calls-action-honor-indigenous-rights-open-letter-biden-harris-administration-presidents-day,,,,,1,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/15-calls-action-honor-indigenous-rights-open-letter-biden-harris-administration,,,,,1,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/privatization-arctic-national-wildlife-refuge-violation-gwichin-rights-free-prior-and-informed,,,,,1,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/letter-editor-dig-boston,,,,,1,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/moving-forward-perspectives-10th-anniversary-undrip,,,,,1,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/wacc-and-cultural-survival-highlight-role-communication-advancing-rights-indigenous-peoples,,,,,1,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/open-letter-massachusetts-joint-committee-education-ban-native-american-mascots,,,,,1,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/news/cultural-survival-strongly-condemns-excessive-force-used-standing-rock-water-protectors,,,,,1,,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/46-2-securing-indigenous-rights-green-economy,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/46-1-indigenous-climate-change-solutions-ensuring-future,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/45-4-securing-future-our-languages,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/45-3-decolonize-returning-our-ways-being-and-knowing,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/45-2-indigenous-youth-leaders-today-elders-tomorrow,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/45-1-indigenous-women-strength-our-communities,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/44-4-indigenomics-harnessing-power-our-communities,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/44-1-crossing-false-borders-indigenous-movement-and-forced,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/43-4-indigenizing-love,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/43-2-indigenous-women-leading-way-toward-future,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/43-1-hear-our-languages-international-year-indigenous,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/42-2-indigenous-youth-leading-way,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/42-1-indigenous-women-rising,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/41-3-rights-self-determination-resilience,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/41-2-protect-defend-resist-renew,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/41-1-keep-it-ground,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/40-3-battling-toxic-dumping-indigenous-lands,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/40-2-our-cultures-our-lands-our-rights,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/40-1-annexed-rights-indigenous-peoples-paris-climate,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/39-3-nothing-about-us-without-us-indigenous-persons,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/39-1-upholding-indigenous-rights-good-business,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/38-4-indigenous-rights-protect-us-all,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/37-4-future-we-want-indigenous-women-world-unite,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/36-4-free-prior-and-informed-consent,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/36-2-40-years-advocacy,,,,,,1,,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/sites/default/files/Cultural%20Survival%20Annual%20Report%202021%20short%20version%20pn.pdf,,,,,,,1,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/sites/default/files/Cultural%20Survival%20Annual%20Report%20FINAL%20web.pdf,,,,,,,1,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/2018-annual-report,,,,,,,1,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/sites/default/files/CS-AR-2017.pdf,,,,,,,1,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/sites/default/files/Culture%20Survival%20Biennual%20Report%202016_4.pdf,,,,,,,1,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/sites/default/files/AR_2015.pdf,,,,,,,1,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/sites/default/files/AR_2013-14.pdf,,,,,,,1,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/sites/default/files/annual_report_fy2012final.pdf,,,,,,,1,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/sites/default/files/annual_report_fy2011_med.pdf,,,,,,,1,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/sites/default/files/annual_report_fy2010_final.pdf,,,,,,,1,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/sites/default/files/annual_report_2009_0.pdf,,,,,,,1,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/sites/default/files/annual_report_2008_2-2.pdf,,,,,,,1,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/sites/default/files/AnnualReport2007.pdf,,,,,,,1,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/sites/default/files/AnnualReport2006.pdf,,,,,,,1,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/sites/default/files/ar_0405.pdf,,,,,,,1,,,
Cultural Survival ,Indigenous Peoples' Rights ,https://www.culturalsurvival.org/sites/default/files/an_report_2002.pdf,,,,,,,1,,,
,,,,,,,,,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://www.csvanw.org/,1,,,,,,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://www.csvanw.org/about-us/,,1,,,,,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://www.csvanw.org/call-to-action/policy-advocacy/,,,1,,,,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://www.csvanw.org/call-to-action/legislative-positionally/,,,1,,,,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://www.csvanw.org/what-we-do/,,,1,,,,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://www.csvanw.org/resources/what-is-domestic-violence/,,,,1,,,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://www.csvanw.org/resources/what-is-teen-dating-violence/,,,,1,,,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://www.csvanw.org/lgbtq/,,,,1,,,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://www.csvanw.org/honor-the-voices-of-our-ancestors-and-exercise-your-rights/,,,,,1,,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://www.csvanw.org/food-sovereignty-is-necessary/,,,,,1,,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://www.csvanw.org/the-indian-family-protection-act-signed-into-law/,,,,,1,,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://www.csvanw.org/local-leaders-laud-bidens-reauthorization-of-the-violence-against-women-act-vawa-march-18-2022/,,,,,1,,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://www.csvanw.org/local-native-led-nonprofits-address-concerns-over-hospitals-secret-policy-separating-native-american-newborns-from-their-mothers/,,,,,1,,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://www.csvanw.org/native-lgbtq2s-youth-to-strategize-and-advocate-for-support-from-tribal-communities/,,,,,1,,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://www.csvanw.org/wp-content/uploads/2021/04/CSVANW-2021-Sexual-Violence-In-Tribal-Communities-Handout.pdf,,,,,1,,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://conta.cc/3xiawcZ,,,,,,1,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://conta.cc/3K5zhxn,,,,,,1,,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://csvanw.org/wp-content/uploads/2018/07/CSVANW_2017-Impact_Rprt-F.pdf,,,,,,,1,,,
Coalition to Stop Violence Against Native Women,Indigenous Peoples' Rights ,https://csvanw.org/wp-content/uploads/2017/06/16-027-Impact-Report-V4.pdf,,,,,,,1,,,
,,,,,,,,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/,1,,,,,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/report/2021/01/06/im-drowning/children-and-families-sent-harm-us-remain-mexico-program,,,1,,,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/report/2015/01/12/secret-and-unaccountable/tribal-council-lower-brule-and-its-impact-human-rights,,,1,,,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/report/2012/05/15/cultivating-fear/vulnerability-immigrant-farmworkers-us-sexual-violence-and,,,1,,,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/report/2008/02/18/margins-profit/rights-risk-global-economy,,,1,,,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/report/2015/01/12/secret-and-unaccountable/tribal-council-lower-brule-and-its-impact-human-rights,,,1,,,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2021/12/09/restarting-remain-mexico-travesty,,,,1,,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2021/06/07/g7-governments-end-fossil-fuel-subsidies,,,,1,,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2021/04/08/us-end-misguided-public-health-border-expulsions,,,,1,,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2017/03/09/standing-rocks-next-stand,,,,1,,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2016/11/02/dakota-access-pipeline-protests-put-right-water-center-stage,,,,1,,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2000/06/25/mexicos-presidential-candidates-cant-ignore-calls-human-rights-reforms,,,,1,,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2013/02/28/us-violence-against-women-act-renewed,,,,1,,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2022/03/01/marijuana-justice-coalition-urges-house-leadership-vote-more-act,,,,,1,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2021/10/07/milestone-bill-would-bar-imports-linked-forest-destruction,,,,,1,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2021/08/31/us-court-ruling-furthers-south-dakota-tribes-right-health,,,,,1,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2021/03/03/us-has-chance-protect-forests-worldwide,,,,,1,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2021/02/24/canada-should-match-us-climate-ambitions-0,,,,,1,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2019/10/14/us-columbus-day-holiday-celebrates-shameful-past,,,,,1,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2017/06/07/perus-brush-autocracy-lessons-united-states,,,,,1,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2022/04/15/hrw-submission-office-high-commissioner-human-rights,,,,,1,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2021/04/22/human-rights-watch-letter-congress-re-joint-cra-resolution-against-predatory,,,,,1,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2021/03/02/submission-rights-indigenous-child,,,,,1,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2021/02/08/us-pregnancy-health-bill-package-recognizes-climate-change-threat,,,,,1,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2020/06/25/take-action-keep-water-us,,,,,1,,,,,
