Organization Name,Topic area,URL,Main Web Page,Mission Statement,Policy Isssue Resources,Campaign and Advocacy,Public Facing Advocacy Writing,Newsletters,Annual reports,SpeechWTranscript,SpeechNoTranscript,NOTES
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/lgbtq,,1,,,,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/racism-and-mental-health,,1,,,,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/policy-issues,,1,,,,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/sites/default/files/FINAL%20MHA%20Report%20-%20Addressing%20Youth%20Mental%20Health%20Crisis%20-%20July%202021.pdf,,1,,,,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/bipoc-mental-health,,,,1,,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/bullying-lgbt-youth,,,,1,,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/gun-deaths-violence-and-mental-health,,,,1,,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-38-supportive-housing-and-housing-first,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-35-aging-well-wellness-and-psychosocial-treatment-emotional-and-cognitive,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-31-development-employment-services-adults-recovery-mental-health-and,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-32-access-medications,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-33-substance-use-disorders,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-36-self-determination-initiatives,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-37-peer-support-services,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-46-promotion-mental-health-during-early-childhood,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-49-perinatal-mental-health,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-47-custody-relinquishment-and-funding-care-and-treatment-children,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-45-discipline-and-positive-behavior-support-schools,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-44-residential-treatment-children-and-adolescents-serious-mental-health,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-43-federal-role-services-address-health-and-wellness-children-youth-and,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-42-services-children-mental-health-conditions-and-their-families,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-41-early-identification-mental-health-issues-young-people,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-59-responding-behavioral-health-crises,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-51-children-emotional-disorders-juvenile-justice-system,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-52-support-maximum-diversion-persons-serious-mental-illness-criminal,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-53-mental-health-courts,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-54-death-penalty-and-people-mental-illnesses,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-55-confining-sexual-predators-mental-health-system,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-56-mental-health-treatment-correctional-facilities,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-57-support-insanity-defense,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/issues/position-statement-58-life-without-parole-juvenile-offenders,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/blog/we-must-take-care-ourselves-and-youth-mental-health-month,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/blog/ninth-circuit-court-appeals-issued-devastating-mental-health-ruling-heres-why-it-matters,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/blog/making-mental-health-centerpiece-return-school,,,,,1,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/blog/racism-deniers-make-it-harder-do-incredible-exhausting-work,,,,,1,,,,,
,,,,,,,,,,,,
Next Step Recovery,"Mental Heath, Addiction, and Recovery Issues",https://www.nextsteprecovery.com/,1,,,,,,,,,
Next Step Recovery,"Mental Heath, Addiction, and Recovery Issues",https://www.nextsteprecovery.com/about-us/,,1,,,,,,,,
Next Step Recovery,"Mental Heath, Addiction, and Recovery Issues",https://www.nextsteprecovery.com/addiction-treatment-program/,,,1,,,,,,,
Next Step Recovery,"Mental Heath, Addiction, and Recovery Issues",https://www.nextsteprecovery.com/wp-content/uploads/2019/01/NSR-Code-of-Ethics.pdf,,,1,,,,,,,
Next Step Recovery,"Mental Heath, Addiction, and Recovery Issues",https://www.nextsteprecovery.com/are-you-woke/,,,,1,,,,,,
Next Step Recovery,"Mental Heath, Addiction, and Recovery Issues",https://www.nextsteprecovery.com/human-rights-for-recovery/,,,,1,,,,,,
Next Step Recovery,"Mental Heath, Addiction, and Recovery Issues",https://www.nextsteprecovery.com/when-parents-relapse/,,,,1,,,,,,
Next Step Recovery,"Mental Heath, Addiction, and Recovery Issues",https://www.nextsteprecovery.com/elliots-story/,,,,1,,,,,,
Next Step Recovery,"Mental Heath, Addiction, and Recovery Issues",https://www.nextsteprecovery.com/recovering-in-the-shadows/,,,,1,,,,,,
Next Step Recovery,"Mental Heath, Addiction, and Recovery Issues",https://www.nextsteprecovery.com/right-to-addiction-recovery/,,,,1,,,,,,
Next Step Recovery,"Mental Heath, Addiction, and Recovery Issues",https://www.nextsteprecovery.com/why-being-in-a-strong-community-helps-recovery/,,,,,1,,,,,
Next Step Recovery,"Mental Heath, Addiction, and Recovery Issues",https://www.nextsteprecovery.com/may-is-mental-health-awareness-month/,,,,,1,,,,,
Next Step Recovery,"Mental Heath, Addiction, and Recovery Issues",https://www.nextsteprecovery.com/true-story-of-hope/,,,,,1,,,,,
,,,,,,,,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://vocal-ny.org/,1,,,,,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://vocal-ny.org/about-us/#mission-vision,,1,,,,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://vocal-ny.org/issues/drug-policy/,,,1,,,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://takerootjustice.org/wp-content/uploads/2019/06/Beyond_Methadone.pdf,,,1,,,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://vocal-ny.org/wp-content/uploads/2021/08/DRUGPOLICYROADMAPFORGOVERNORHOCHULFIRST45DAYSINOFFICE-1.pdf,,,1,,,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://vocal-ny.org/wp-content/uploads/2021/06/VOCALStuckintheSystemReportFinal.pdf,,,1,,,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://vocal-ny.org/resource/overdose-prevention-package-memo/,,,,,1,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://vocal-ny.org/press-statements/governor-hochul-must-act-following-nys-legislatures-failure-to-address-unprecedented-overdose-crisis/,,,,,1,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://vocal-ny.org/press-statements/vocal-ny-celebrates-passage-of-the-safer-consumption-services-act-through-assembly-health-committee-calls-on-senate-to-act/,,,,,1,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://vocal-ny.org/press-statements/vocal-ny-launches-budget-and-legislative-platforms-to-reverse-failed-drug-war-policies-end-mass-incarceration-and-eliminate-homelessness/,,,,,1,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://vocal-ny.org/press-statements/victory-for-overdose-prevention-after-years-of-fighting-vocal-ny-celebrates-gov-hochul-signing-bills-to-expand-access-of-lifesaving-treatment-to-jails-amp-prisons-and-decriminalize-syringes/,,,,,1,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://vocal-ny.org/press-statements/on-international-overdose-awareness-day-lawmakers-and-community-members-demand-action-on-new-yorks-preventable-overdose-crisis/,,,,,1,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://vocal-ny.org/press-statements/there-is-no-time-left-governor-hochul-must-lead-on-ending-the-overdose-crisis-in-new-york-in-first-45-days/,,,,,1,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://vocal-ny.org/press-statements/hochul-has-chance-to-right-cuomos-wrongs-on-overdose-crisis/,,,,,1,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://vocal-ny.org/press-statements/governor-cuomos-legacy-of-failure-on-the-overdose-crisis-is-punctuated-by-deadliest-year-on-record/,,,,,1,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://vocal-ny.org/press-statements/after-a-fight-spanning-over-a-decade-assembly-passes-life-saving-bill-to-decriminalize-and-expand-access-to-syringes-in-new-york/,,,,,1,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://vocal-ny.org/press-statements/after-a-fight-spanning-over-a-decade-vocal-ny-celebrates-the-senates-passage-of-lifesaving-bill-to-decriminalize-and-expand-access-to-syringes-in-new-york/,,,,,1,,,,,
VOCAL-NY,"Mental Heath, Addiction, and Recovery Issues",https://vocal-ny.org/press-statements/on-international-overdose-awareness-day-loved-ones-of-victims-demand-end-to-crisis/,,,,,1,,,,,
,,,,,,,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/,1,,,,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/about-us,,1,,,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/about-us#vision-mission,,1,,,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/strategic-plan#intro,,,1,,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/dpa-decrim-state-framework.pdf,,,1,,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/dpa-decrim-federal-framework.pdf,,,1,,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/documents/Drug_Policy_Alliance_Time_to_Decriminalize_Report_July_2017.pdf,,,1,,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/dpa_drug_induced_homicide_report_0.pdf,,,1,,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/DPA_Naloxone_Issue%20Brief_0.pdf,,,1,,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/OverdoseReportMarch2009.pdf,,,1,,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/opioidresponseplan-2017.11.03_0.pdf,,,1,,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/dpa-stimulants-policy.pdf,,,1,,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/DPA%20Fact%20Sheet_Heroin-Assisted%20Treatment_%28Feb.%202016%29.pdf,,,1,,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/resource/uprooting-drug-war,,,,1,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/decrim,,,,1,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/issues/supervised-consumption-services,,,,1,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://uprootingthedrugwar.org/,,,,1,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/Legal-Regulation-Safer-Supply,,,,1,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://engage.drugpolicy.org/secure/tell-president-biden-end-drug-war?ms=1A1_210650thAnniversaryBidenAction&cid=7011K000001SFB5QAO&_ga=2.246334157.812098853.1655814766-660279092.1655814766,,,,1,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://engage.drugpolicy.org/secure/decriminalize-drugs-and-dismantle-drug-war-1?ms=1A9_210650thDecrim&cid=7011K000001SFB5QAO&_ga=2.12634110.812098853.1655814766-660279092.1655814766,,,,1,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://engage.drugpolicy.org/secure/tell-biden-administration-prioritize-drug-policy-reform?ms=1A1_2101InaugurationFedPriorities&cid=7011K000001Rr7cQAC&_ga=2.217573215.812098853.1655814766-660279092.1655814766,,,,1,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://engage.drugpolicy.org/secure/tell-congress-support-care-act-prevent-overdose-save-lives?_ga=2.217573215.812098853.1655814766-660279092.1655814766&utm_campaign=fy19advocacy&utm_medium=web&utm_source=1905wsc3CAREActIntroWeb&_ga=2.217573215.812098853.1655814766-660279092.1655814766&utm_campaign=fy19advocacy&utm_medium=web&utm_source=1905wsc3CAREActIntroWeb&ms=1A7_1905CAREActIntroWeb&utm_campaign=fy19advocacy&utm_medium=web&utm_source=1905wsc3CAREActIntroWeb&cid=70141000000k79IAAQ&utm_content=1905wsc3CAREActIntroWeb&_ga=2.217573215.812098853.1655814766-660279092.1655814766,,,,1,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/DPA_Fact_Sheet_Sterile_Syringe_Access_Feb2014.pdf,,,,1,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/news/2014/09/should-oregon-voters-legalize-marijuana,,,,1,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/news/2014/07/dea-may-be-losing-war-marijuana-politics,,,,1,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/news/2014/05/congress-can-stop-federal-medical-marijuana-raids,,,,1,,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/dpa-_oppose-letter-ab1542.pdf,,,,,1,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/2015.04.07_Ethan_Written_Testimony_HAT.pdf,,,,,1,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/node/10955,,,,,1,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/press-release/2019/12/rethinking-drug-dealer-harsh-penalties-drug-supply-are-counterproductive-says,,,,,1,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/press-release/2019/08/drug-policy-alliance-proposes-bold-solutions-international-overdose-0,,,,,1,,,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/dpa-2021-annual-report.pdf,,,,,,,1,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/dpa-2020-annual-report.pdf,,,,,,,1,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/annual_report_4.23.20_v1_0.pdf,,,,,,,1,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/dpa-annual-report-2018_0.pdf,,,,,,,1,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/DPA_Annual-Report_FY17.pdf,,,,,,,1,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/DPA-Annual-Report_2016.pdf,,,,,,,1,,,
Drug Policy Alliance,"Mental Heath, Addiction, and Recovery Issues",https://drugpolicy.org/sites/default/files/2016-02-DPA-Annual-Report-Print-Online_0.pdf,,,,,,,1,,,
